,0,1,2
0,27,8,PA1_debug-d-OUTPUT1.TXT
1,207.3417038730544,204.0859787503261,191.45674354724943
2,406.1186093292563,400.9346567939628,191.950736520753
3,209.02082736774253,209.18269154546402,209.55880432247045
4,209.5936268914239,205.59737609290974,334.50606285106466
5,210.1664264151053,202.0120606403555,459.45332137965886
6,211.9269735527989,334.0978697977115,213.12987650884975
7,212.49977307648027,330.5125543451572,338.07713503744395
8,213.07257260016166,326.92723889260293,463.02439356603816
9,214.8331197378553,459.0130480499589,216.70094869522904
10,215.40591926153667,455.42773259740466,341.64820722382325
11,215.97871878521806,451.8424171448504,466.59546575241745
12,333.98572729991054,206.2941356233941,208.90303787904546
13,334.5585268235919,202.70882017083983,333.85029640763963
14,335.1313263472733,199.12350471828557,458.79755493623384
15,336.89187348496694,331.20931387564156,212.47411006542472
16,337.4646730086483,327.6239984230873,337.42136859401893
17,338.0374725323297,324.03868297053305,462.36862712261313
18,339.7980196700233,456.12449212788897,216.04518225180402
19,340.3708191937046,452.5391766753347,340.9924407803982
20,340.943618717386,448.95386122278046,465.93969930899243
21,458.95062723207855,203.40557970132423,208.24727143562043
22,459.5234267557599,199.82026424876994,333.19452996421467
23,460.0962262794413,196.2349487962157,458.14178849280887
24,461.8567734171349,328.3207579535717,211.81834362199973
25,462.42957294081623,324.73544250101736,336.76560215059396
26,463.0023724644976,321.1501270484631,461.7128606791881
27,464.7629196021913,453.23593620581914,215.38941580837903
28,465.33571912587263,449.65062075326483,340.3366743369732
29,465.908518649554,446.0653053007106,465.2839328655674
30,209.96851692334175,208.22396791625286,448.74013503530637
31,211.1636804623334,206.94605300617914,573.7278885057872
32,212.35884400132502,205.66813809610545,698.715641976268
33,207.19389393167253,333.18636451137564,450.04432231378274
34,208.38905747066417,331.9084496013019,575.0320757842635
35,209.5842210096558,330.63053469122826,700.0198292547443
36,204.41927094000334,458.14876110649845,451.3485095922591
37,205.61443447899498,456.87084619642474,576.3362630627399
38,206.80959801798662,455.592931286351,701.3240165332207
39,334.93200379598454,211.01078880856912,447.57369689078945
40,336.1271673349762,209.7328738984954,572.5614503612702
41,337.3223308739678,208.4549589884217,697.549203831751
42,332.1573808043154,335.9731854036919,448.8778841692658
43,333.352544343307,334.6952704936182,573.8656376397466
44,334.5477078822986,333.41735558354446,698.8533911102274
45,329.3827578126461,460.9355819988147,450.1820714477422
46,330.57792135163777,459.657667088741,575.169824918223
47,331.77308489062943,458.37975217866733,700.1575783887038
48,459.89549066862736,213.79760970088535,446.40725874627253
49,461.09065420761897,212.51969479081163,571.3950122167533
50,462.28581774661063,211.24177988073794,696.3827656872342
51,457.12086767695814,338.76000629600816,447.7114460247489
52,458.3160312159498,337.48209138593444,572.6991994952297
53,459.5111947549414,336.2041764758608,697.6869529657105
54,454.346244685289,463.72240289113097,449.0156333032253
55,455.5414082242806,462.44448798105725,574.0033867737061
56,456.7365717632722,461.16657307098353,698.9911402441869
57,211.96665778347082,448.41725121287044,211.327065597603
58,211.53850279981194,449.4983389808438,336.321657210792
59,211.11034781615305,450.5794267488172,461.316248823981
60,209.01986945100379,573.377750589768,210.23617880236864
61,208.5917144673449,574.4588383577413,335.23077041555763
62,208.16355948368602,575.5399261257147,460.22536202874664
63,206.07308111853678,698.3382499666656,209.14529200713426
64,205.6449261348779,699.4193377346389,334.1398836203233
65,205.216771151219,700.5004255026123,459.1344752335123
66,336.9311852375992,451.3676485953121,211.72959938758447
67,336.5030302539403,452.4487363632855,336.7241910007735
68,336.07487527028144,453.52982413125886,461.7187826139625
69,333.98439690513214,576.3281479722098,210.63871259235012
70,333.5562419214733,577.4092357401831,335.6333042055391
71,333.1280869378144,578.4903235081565,460.6278958187281
72,331.03760857266514,701.2886473491074,209.54782579711573
73,330.60945358900625,702.3697351170806,334.5424174103048
74,330.18129860534737,703.4508228850541,459.5370090234938
75,461.89571269172757,454.31804597775385,212.13213317756598
76,461.4675577080687,455.3991337457272,337.12672479075496
77,461.0394027244098,456.4802215137006,462.121316403944
78,458.94892435926056,579.2785453546514,211.0412463823316
79,458.5207693756016,580.3596331226248,336.03583799552064
80,458.0926143919428,581.4407208905982,461.03042960870965
81,456.00213602679355,704.239044731549,209.95035958709724
