,0,1,2,3,4,5,6
0,20,pa3-H-Output.txt,NaN,NaN,NaN,NaN,NaN
1,2.51674567092353,-13.643039275070223,8.644202975860665,2.8320267850744476,-11.965372910453183,8.473001544981392,1.7155980128930863
2,-4.31288466043371,-12.339084722203019,-37.459757873033226,-2.1469053410026615,-12.27012003982305,-38.168113449744894,2.2799101216226214
3,-35.97575153170572,-7.629087936877019,-42.1391423520344,-36.66261918464289,-7.353848945954182,-42.91870380161947,1.0748300928308743
4,-12.461226246484351,-5.136112941635339,-43.201654265824665,-10.626947760319187,-3.8223214431893915,-45.4310973682632,3.1719145974013845
5,-37.51413115375444,-23.271153377972727,-10.875442698226763,-35.61271039305969,-21.49672553357562,-12.868211326539848,3.276449586085763
6,17.495892758141263,-12.375238338737676,7.027958239987754,16.735472804551627,-10.908925296021618,6.279965030436554,1.813230897208404
7,-4.9782617216715535,6.602395040414497,-9.86042377049857,-5.484708638276911,8.789093697396755,-9.985101558558213,2.248040045600284
8,-2.4178048338235887,-5.194082292109508,43.407699273860686,-2.6671888947531084,-5.498756170081298,43.449622542789946,0.39594967134950676
9,19.446459111162714,-8.83540989326276,15.022225520623891,19.109615384259286,-7.228709678142525,14.60489939962642,1.6938448479386763
10,28.598465660236304,19.1941656623474,-1.7228057615768506,29.964710211677144,20.97556342291172,-1.8198598028244735,2.2470918189090185
11,11.922946350782027,21.64455703571448,59.991031540612425,11.776410526213528,20.34840735922996,59.83183225905502,1.3140856680526174
12,10.98518838645697,22.06115973607538,27.421880163602538,10.9847049903046,23.059788032419057,27.621281648109644,1.018341622420372
13,-30.13731843089644,-30.10529818694072,-11.881235835495673,-28.725721251055965,-27.6479825161063,-13.946339064257732,3.5065165406290997
14,22.999088200552084,12.646718599448606,39.24093733440786,23.242497240963154,12.720537998241499,39.27414603858365,0.2565152678204889
15,-32.16006424992603,-12.279797116899534,-5.749967015344168,-31.74845601997813,-12.422716071687988,-6.6058832399538545,0.960437268200671
16,-20.439525029849417,-13.969305701611361,-2.574894501249119,-20.003075942295865,-12.851591965502408,-4.642224419842223,2.3903189733219983
17,-1.731138838513165,-20.68699467299394,-32.8830402359137,-1.6159957686087614,-20.77810472353928,-32.930780541669115,0.15439593469714624
18,-33.670487787504946,4.551189963289797,-31.75178809536284,-34.889634524061805,6.018958621798873,-32.289903146611735,1.9824811243841316
19,16.90333642027922,-4.499492544755177,43.59206795600625,17.036673049065534,-4.72775512100001,43.60639253560604,0.2647407295274724
20,-41.312203763092974,-19.895747881161554,-32.95185226668555,-40.08921400493781,-19.726564282701798,-32.588642095458454,1.2869532497425995
